proposal_created_by,proposal_created_timestamp,proposal_title,proposal_question,options
5feimx18jM2hK2rvZnQHRsjhSeCkHAiLeQZDuJkU2fPc,1773359165,acquisto solana,test solana 2,1k|2k|10k

wallet,solnauta_nfts,torrino_nfts,1k,2k,10k,voting_power,timestamp,signature
