proposal_created_by,5feimx18jM2hK2rvZnQHRsjhSeCkHAiLeQZDuJkU2fPc
proposal_created_timestamp,1773682450
proposal_created_iso,2026-03-16T17:34:10.000Z
proposal_lifecycle_status,Completed
proposal_lifecycle_updated_timestamp,1773682500
proposal_lifecycle_updated_iso,2026-03-16T17:35:00.000Z
voting_start_timestamp,1773682380
voting_start_iso,2026-03-16T17:33:00.000Z
voting_end_timestamp,1773682500
voting_end_iso,2026-03-16T17:35:00.000Z
proposal_title,o
proposal_description,o
proposal_options,1 | 2 | 3

wallet,solnauta_nfts,torrino_nfts,1,2,3,voting_power,timestamp,signature
Bjojs5bKn5B6q8CK1XfmkRp4eyJUodDsJ6QrDbFWA6E4,"https://solscan.io/token/G7wcKyaQRtfwEQnYvwhL4BEruhheRdWA6fGxtRwU5ZCK
https://solscan.io/token/Fw9h39e1BZdR6a8cVPS78zEhw26FdHNKfyh6zJdxBLiH
https://solscan.io/token/BpuyN7ZhPgVs11fSa6uf6UfKY4VfzH9pb54Z8p9uLaQS","https://solscan.io/token/DfrChBCFPRGiMu8BPfhaVUgbLhhKYt2aJ5g1iyMPkEfy
https://solscan.io/token/D8xXbuk1cipRgDGow1Gcjvg4voFTggaSs3fgUgAJfuPf
https://solscan.io/token/BDEcAsW6p5CTkDitf3omoDyvTPU5y6djcQPUjhrqJmqz",0.0,3.0,0.0,3.0,1773682465,5xZowQBTJATvPdEWh94yrsfGRCXGV6CiQ95apYnYh8JPLAqbAf3bYLBso36wBMyj3G9eQqGn45qqcmB7oN9m4Utv
85jTBVsk8sDA35LocJdTh41EN2Eep59RQ1jUw9EExsCw,https://solscan.io/token/22nYjuJhonLHSnLaZzoCFuJoEPr2Sh2TUEeLDXBgAZ39,https://solscan.io/token/DmBFZuqmb6TvSrbm8b3vbwwpddpBcU5PNefwfrNcBpjv,0.0,0.0,1.0,1.0,1773682475,pJ7pDp6NngEL5mLyN1QQkKvMJUWTxxwERUFB3nTdPkshwg51sj5rziK6HXuqHu3rLumBJbCEBoSiBC4xEamHAr9
