proposal_created_by,proposal_created_timestamp,proposal_title,proposal_question,options
5feimx18jM2hK2rvZnQHRsjhSeCkHAiLeQZDuJkU2fPc,1773391613,test del 13?,test,10|20|30

wallet,solnauta_nfts,torrino_nfts,10,20,30,voting_power,timestamp,signature
85jTBVsk8sDA35LocJdTh41EN2Eep59RQ1jUw9EExsCw,Solnauta #737|Solnauta #738,#373,0.0,0.0,1.1,1.1,1773391704,3mk32zSttSpoqcyZjnPd9dt16au6KNKgwzMC7yqx1BvwsxuyU9GizB6s2usyGpafWW16GUt1amC2yWBBqUD6GaoB
