proposal_created_by,proposal_created_timestamp,proposal_title,proposal_question,options
5feimx18jM2hK2rvZnQHRsjhSeCkHAiLeQZDuJkU2fPc,1773360304,test solana ?,test,1|2|3

wallet,solnauta_nfts,torrino_nfts,1,2,3,voting_power,timestamp,signature
85jTBVsk8sDA35LocJdTh41EN2Eep59RQ1jUw9EExsCw,Solnauta #737|Solnauta #738,#373,0.0,0.0,1.1,1.1,1773360357,HyYGJ8PRUf2HjMFy7didJKvQm2xsY4WziSmr5gMFeMmNefibLQeaUax76DWsnij7Y2SDWmEXeqHF1J4Tdcj61Mr
