proposal_created_by,5feimx18jM2hK2rvZnQHRsjhSeCkHAiLeQZDuJkU2fPc
proposal_created_timestamp,1773771819
proposal_created_iso,2026-03-17T18:23:39.000Z
proposal_lifecycle_status,Voting stopped by admin 5feimx18jM2hK2rvZnQHRsjhSeCkHAiLeQZDuJkU2fPc
proposal_lifecycle_updated_timestamp,1773772813
proposal_lifecycle_updated_iso,2026-03-17T18:40:13.000Z
voting_start_timestamp,1773771780
voting_start_iso,2026-03-17T18:23:00.000Z
voting_end_timestamp,1773775380
voting_end_iso,2026-03-17T19:23:00.000Z
proposal_title,Secondo test di votazione
proposal_description,Scegliere un opzione a caso
proposal_options,Opzione A | Opzione B | Opzione C | Opzione D
torrino_participation_rate,0.2%
solnauta_participation_rate,0.2%
total_voting_power_participation_rate,0.2%

wallet,solnauta_nfts,torrino_nfts,Opzione A,Opzione B,Opzione C,Opzione D,voting_power,timestamp,signed_message,signature
7QhxEMfvPeGdiKNzduaXWW8e81NKagFMQrfYJtejmMb6,https://solscan.io/token/9taRMkivY3URdyqPwBa2AfEsPt5vvhNqMdBundPSAA7m,,0.0,0.1,0.0,0.0,0.1,1773771871,Torrino DAO governance vote:Opzione B:wallet:7QhxEMfvPeGdiKNzduaXWW8e81NKagFMQrfYJtejmMb6:timestamp:1773771865951,2DKAhhtxZrBmy51cZBiZCg5kMXfNM2yjC96GcLmwZtZcGzxT9ir8mpV7dQZww4Je1jjLWPeXPV5eCXgWjxVBjrHD
85jTBVsk8sDA35LocJdTh41EN2Eep59RQ1jUw9EExsCw,https://solscan.io/token/22nYjuJhonLHSnLaZzoCFuJoEPr2Sh2TUEeLDXBgAZ39,https://solscan.io/token/DmBFZuqmb6TvSrbm8b3vbwwpddpBcU5PNefwfrNcBpjv,0.0,0.0,1.0,0.0,1.0,1773771949,Torrino DAO governance vote:Opzione C:wallet:85jTBVsk8sDA35LocJdTh41EN2Eep59RQ1jUw9EExsCw:timestamp:1773771940109,2ca5WziHth38XiLxosjqQH7Ty6pAJSjSdZELnPcDPPCGDmJphvdhgz2ksi1oCWpKT2bvgmSXSfay9hNXyHX2Tydc
